bird_id,bird_model_id,start_odometer,end_odometer,start_timestamp,end_timestamp,rider_id,rider_age,ride_rating,ride_neighborhood,ride_triggered_maintenance
263,1,348.83,359.57,1522729378,1522730894,40,35,5,santa monica,TRUE
15,1,330.32,370.35,1522756173,1522772751,50,30,4,santa monica,FALSE
258,2,517.67,555.61,1522817115,1522828149,18,55,1,brentwood,FALSE
263,1,359.57,373.49,1522736881,1522739866,10,36,1,culver city,TRUE
37,1,518.35,553.56,1522762114,1522777930,90,40,4,ucla,FALSE
310,1,316.92,356.56,1522720458,1522726934,75,27,1,echo park,TRUE
236,2,308.09,333.95,1522661615,1522666880,77,55,4,venice,FALSE
408,1,485.6,497.14,1522801963,1522804064,64,29,3,culver city,FALSE
478,1,457.02,463.82,1522776279,1522781161,18,55,1,santa monica,FALSE
342,2,502.92,546.18,1522790332,1522795688,56,31,5,venice,TRUE
422,1,309.69,311.27,1522694932,1522695152,72,18,4,brentwood,FALSE
296,1,301.93,334.44,1522691517,1522703538,80,35,5,brentwood,FALSE
153,1,581.28,596.18,1522858956,1522861319,0,47,5,downtown,TRUE
108,1,359.74,391.03,1522715913,1522722707,99,54,3,echo park,FALSE
325,1,405.95,442.78,1522792681,1522804212,37,63,4,santa monica,FALSE
383,2,511.51,545.16,1522779789,1522790750,42,28,5,west hollywood,FALSE
15,1,370.35,410.08,1522774277,1522782908,85,59,5,culver city,FALSE
17,1,170.13,172.7,1522663581,1522664364,81,18,5,ucla,FALSE
270,1,474.74,495.04,1522796933,1522799389,64,29,1,venice,FALSE
121,1,439.29,475.34,1522828936,1522840287,98,52,1,downtown,FALSE
118,2,364.43,404.69,1522762407,1522767273,20,60,5,downtown,FALSE
198,1,362.45,390.89,1522751439,1522755129,33,34,5,venice,TRUE
255,1,545.49,546.92,1522763983,1522764362,6,55,2,downtown,FALSE
312,1,480.54,522.47,1522766947,1522787822,50,30,4,hollywood,TRUE
3,2,357.48,363.84,1522702812,1522704137,62,22,5,west hollywood,FALSE
460,1,327.64,356.92,1522708838,1522715003,1,47,5,playa vista,FALSE
242,1,691.48,733.2,1522842584,1522849576,44,24,1,downtown,TRUE
79,1,339.89,354.85,1522722548,1522726058,2,64,5,echo park,FALSE
282,1,616.56,635.33,1522859084,1522872034,20,60,5,brentwood,FALSE
370,1,406.06,439.85,1522730550,1522735547,1,47,1,echo park,FALSE
415,1,377.71,384.48,1522713636,1522714761,2,64,4,hollywood,FALSE
47,1,488.28,532.72,1522809030,1522825887,52,55,2,pasadena,FALSE
455,2,481.39,519.02,1522871351,1522881868,32,62,4,ucla,FALSE
109,2,415.15,419.53,1522743296,1522745304,21,31,2,santa monica,FALSE
425,2,380.84,409.7,1522720256,1522724942,40,35,5,playa vista,TRUE
480,2,644.97,673.82,1522833060,1522850666,75,27,5,echo park,TRUE
405,1,469.5,498.69,1522685681,1522695052,23,36,5,downtown,FALSE
17,1,172.7,194.57,1522667211,1522671498,37,63,1,venice,FALSE
478,1,463.82,502.64,1522783658,1522791703,2,64,5,pasadena,FALSE
111,2,553.07,575.25,1522811730,1522816412,10,36,1,west hollywood,FALSE
270,1,495.04,521.27,1522801101,1522804898,51,65,1,santa monica,FALSE
174,2,425.76,449.23,1522745843,1522752218,82,37,5,hollywood,FALSE
123,1,548.97,552.81,1522732588,1522733549,95,64,3,culver city,FALSE
310,1,356.56,371.59,1522728033,1522730328,81,18,5,pasadena,TRUE
315,2,486.41,521.16,1522754572,1522763595,19,39,4,pasadena,FALSE
254,1,699.95,727.93,1522803786,1522812145,50,30,5,culver city,FALSE
413,2,387.15,421.26,1522781056,1522786237,53,45,5,santa monica,FALSE
256,2,466.67,489.94,1522807387,1522813588,70,22,4,west hollywood,FALSE
244,1,452.1,483.77,1522814201,1522827536,23,36,5,venice,FALSE
439,2,471.68,506.66,1522806676,1522813695,57,51,1,downtown,FALSE
153,1,596.18,640.1,1522863171,1522870687,14,41,5,downtown,FALSE
439,2,506.66,540.04,1522817440,1522829086,79,33,1,ucla,FALSE
82,2,622.12,653.66,1522814320,1522822032,50,30,4,pasadena,FALSE
172,1,270.08,295.56,1522733692,1522745096,99,54,4,pasadena,FALSE
78,1,321.55,328.57,1522712542,1522713564,39,29,1,ucla,FALSE
357,2,493.42,503.67,1522789702,1522791049,62,22,5,west hollywood,FALSE
95,2,412.41,421.95,1522807017,1522808215,34,36,4,downtown,TRUE
190,1,272.39,291.2,1522689950,1522693730,54,37,4,venice,FALSE
160,2,221.65,237.64,1522641818,1522646046,53,45,3,culver city,FALSE
180,1,439.43,440.49,1522753651,1522753785,80,35,1,venice,TRUE
245,2,409.89,445.23,1522770658,1522776305,50,30,4,west hollywood,FALSE
324,1,400.22,414.56,1522691605,1522693967,45,33,1,ucla,FALSE
166,1,325.7,360.04,1522764179,1522776371,30,24,5,playa vista,FALSE
63,1,589.7,630.12,1522846499,1522874373,54,37,4,brentwood,FALSE
444,1,505.74,544.42,1522780062,1522787122,21,31,2,west hollywood,TRUE
208,2,753.6,763.06,1522856686,1522860490,41,31,4,hollywood,FALSE
65,1,268.02,311.53,1522707042,1522716130,5,56,4,brentwood,FALSE
88,2,435.93,444.54,1522742286,1522743749,0,47,4,downtown,FALSE
498,2,527.55,553.53,1522755197,1522761391,87,44,4,venice,FALSE
10,2,539.34,568.35,1522802458,1522807907,14,41,1,hollywood,TRUE
294,1,302.92,309.63,1522712931,1522714366,12,51,4,west hollywood,FALSE
36,2,272.26,279,1522674588,1522676103,8,33,5,playa vista,FALSE
42,2,402.76,426.21,1522773755,1522777383,22,59,5,brentwood,TRUE
402,1,508.38,528.2,1522823848,1522826776,34,36,5,hollywood,FALSE
300,1,373.27,376.27,1522770903,1522771319,59,36,5,brentwood,TRUE
399,1,228.58,230.78,1522666321,1522666664,73,20,4,playa vista,TRUE
101,2,494.72,530.45,1522772526,1522777217,25,50,4,culver city,FALSE
482,2,445.21,452.37,1522747238,1522749067,90,40,3,culver city,FALSE
123,1,552.81,572.74,1522736732,1522745298,15,21,5,venice,FALSE
5,2,525.71,565.3,1522848180,1522855388,63,40,5,echo park,FALSE
381,1,387.43,428.75,1522755164,1522760473,78,55,4,venice,FALSE
58,2,197.24,238.51,1522735102,1522747775,21,31,5,venice,FALSE
442,1,687.64,689.95,1522880348,1522880874,73,20,4,downtown,FALSE
8,1,366.75,381.03,1522693618,1522700101,28,51,5,santa monica,FALSE
481,1,326.92,368.17,1522774879,1522781230,98,52,5,playa vista,FALSE
408,1,497.14,501.77,1522806648,1522809442,73,20,1,playa vista,FALSE
33,1,446.02,447.2,1522826992,1522827146,56,31,4,playa vista,TRUE
137,2,426.34,448.11,1522808551,1522811378,2,64,4,hollywood,FALSE
485,1,474.48,519.24,1522753058,1522776130,2,64,5,echo park,FALSE
373,1,335.62,353.68,1522692049,1522695657,39,29,5,santa monica,FALSE
471,2,437.57,473.76,1522792716,1522797240,86,24,2,echo park,FALSE
362,1,352.48,383.69,1522763129,1522768553,41,31,3,brentwood,FALSE
164,1,526.31,551.48,1522746274,1522750168,60,63,4,hollywood,FALSE
377,1,514.12,537.18,1522781109,1522785196,18,55,5,pasadena,TRUE
250,1,494.96,518.84,1522798394,1522801988,75,27,1,pasadena,TRUE
318,2,324.66,352.34,1522740695,1522744455,31,53,5,hollywood,TRUE
26,2,556.16,565.13,1522856202,1522858175,18,55,4,hollywood,FALSE
90,1,281.3,294.75,1522722207,1522724929,25,50,5,echo park,FALSE
198,1,390.89,396.44,1522762228,1522763342,35,52,5,culver city,FALSE
90,1,294.75,330.38,1522731298,1522736817,79,33,4,brentwood,FALSE
172,1,295.56,339.6,1522747045,1522768900,39,29,1,venice,FALSE
91,1,555.95,583.76,1522812810,1522818089,94,52,1,culver city,TRUE
204,1,337.92,374.55,1522765245,1522772548,61,45,4,ucla,FALSE
178,1,497.34,526.05,1522756552,1522760143,95,64,3,echo park,TRUE
338,2,454.51,495.05,1522762813,1522772927,3,18,1,culver city,FALSE
311,1,347.77,358.17,1522710727,1522712707,93,32,5,venice,FALSE
352,2,560.95,605.78,1522859795,1522865786,56,31,5,playa vista,TRUE
310,1,371.59,375.13,1522734056,1522734586,18,55,1,playa vista,FALSE
114,1,262.76,290.79,1522727818,1522731766,3,18,5,downtown,TRUE
469,1,299.58,305.25,1522751476,1522752476,46,47,2,echo park,FALSE
336,1,423.46,443.69,1522731386,1522734446,52,55,2,ucla,FALSE
222,2,381.63,423.99,1522758367,1522775790,15,21,1,pasadena,FALSE
388,1,339.01,379.61,1522758936,1522764080,78,55,5,santa monica,TRUE
351,1,463.09,477.21,1522742041,1522744298,32,62,5,brentwood,TRUE
98,1,586.96,593.87,1522864019,1522865243,85,59,2,santa monica,TRUE
427,2,657.07,694.1,1522849248,1522854118,4,56,5,venice,FALSE
480,2,673.82,707.71,1522857062,1522862067,12,51,5,downtown,FALSE
258,2,555.61,579.92,1522829491,1522833694,98,52,5,ucla,TRUE
238,2,661.48,677.13,1522812855,1522815239,69,49,4,downtown,TRUE
184,1,375.44,417.9,1522771145,1522793088,82,37,5,pasadena,FALSE
218,1,451.81,477.43,1522744577,1522748249,42,28,3,brentwood,FALSE
158,1,368.27,377.58,1522714771,1522719268,51,65,5,playa vista,FALSE
366,2,345.1,349.96,1522769968,1522770657,40,35,5,echo park,FALSE
62,1,312.53,356.58,1522720959,1522726303,59,36,1,ucla,TRUE
7,2,449.32,484.75,1522790904,1522796668,52,55,5,pasadena,FALSE
462,1,352.61,370.13,1522782919,1522785809,18,55,5,culver city,FALSE
367,1,389.5,406.42,1522777390,1522784738,28,51,1,brentwood,FALSE
395,2,628.77,648.18,1522848791,1522852291,85,59,1,playa vista,FALSE
85,1,501.89,528.53,1522728180,1522736241,93,32,4,echo park,FALSE
229,1,349.01,392,1522745801,1522752503,4,56,1,ucla,TRUE
187,1,452.01,485.41,1522756270,1522764065,73,20,5,playa vista,FALSE
474,1,396.2,403.1,1522749863,1522751972,34,36,2,downtown,FALSE
363,1,455.27,484.4,1522764950,1522768896,5,56,3,brentwood,FALSE
464,1,363.24,390.13,1522774524,1522777822,43,36,5,playa vista,TRUE
397,2,597.75,604.4,1522787644,1522788678,15,21,2,brentwood,FALSE
453,1,410.06,438.92,1522782231,1522789522,68,59,1,venice,FALSE
461,1,531.86,543.75,1522816401,1522818011,49,29,5,pasadena,FALSE
261,1,305.93,338.28,1522731060,1522742449,13,54,5,echo park,TRUE
119,1,413,436.32,1522761810,1522765202,9,23,5,brentwood,FALSE
209,1,408.26,433.38,1522791672,1522794996,17,27,4,hollywood,FALSE
29,2,791.7,836.16,1522874452,1522882111,94,52,5,downtown,FALSE
417,2,537.5,554.63,1522869824,1522877650,32,62,5,echo park,FALSE
207,1,569.23,593.84,1522853309,1522856617,41,31,2,santa monica,TRUE
280,1,497.61,518.29,1522844504,1522848670,66,36,4,pasadena,FALSE
364,2,533.46,576.55,1522812117,1522817841,16,21,2,pasadena,TRUE
214,2,397.85,438.38,1522736700,1522742301,96,19,5,brentwood,FALSE
114,1,290.79,315.07,1522735267,1522739565,74,58,4,venice,FALSE
348,1,486.54,530.41,1522762494,1522768738,4,56,1,west hollywood,TRUE
348,1,530.41,560.44,1522771705,1522779392,0,47,5,brentwood,FALSE
322,1,472.26,491.45,1522764419,1522767934,71,64,5,ucla,FALSE
301,1,517.32,538.89,1522774830,1522778854,59,36,4,pasadena,TRUE
216,1,400.62,420.85,1522729426,1522733155,76,48,5,santa monica,TRUE
439,2,540.04,578.91,1522833186,1522837995,13,54,4,playa vista,TRUE
43,1,502.39,512.36,1522761057,1522762291,37,63,5,playa vista,FALSE
279,2,641.64,664.19,1522802777,1522814242,10,36,1,hollywood,FALSE
401,1,565.29,570.55,1522770514,1522773919,57,51,4,culver city,FALSE
245,2,445.23,468,1522780961,1522783734,88,35,1,downtown,FALSE
227,2,395.64,399.57,1522676646,1522677957,97,49,5,culver city,TRUE
361,1,292.27,313.48,1522690940,1522693697,83,57,5,brentwood,TRUE
447,2,349.03,362.61,1522761339,1522770240,26,38,5,west hollywood,FALSE
104,1,419.8,453.46,1522793667,1522798805,72,18,2,culver city,TRUE
373,1,353.68,360.3,1522700786,1522703406,14,41,1,playa vista,FALSE
471,2,473.76,483.83,1522799525,1522802214,25,50,5,brentwood,FALSE
320,2,399.83,438.04,1522697696,1522705507,98,52,1,downtown,FALSE
309,1,323.72,349.82,1522723252,1522726581,29,54,5,brentwood,FALSE
47,1,532.72,545.41,1522829743,1522831429,7,51,2,west hollywood,FALSE
178,1,526.05,569.43,1522763714,1522771356,40,35,5,echo park,TRUE
356,2,327.03,339.92,1522690493,1522693250,55,64,4,downtown,FALSE
144,2,536.6,552.06,1522776835,1522778866,25,50,4,downtown,TRUE
304,2,429.04,463.24,1522768475,1522777080,46,47,4,pasadena,TRUE
102,2,327.98,336.05,1522728818,1522732114,95,64,5,echo park,FALSE
354,1,547.39,563.58,1522778511,1522780774,54,37,4,venice,FALSE
403,1,397.75,440.91,1522740795,1522747163,16,21,4,brentwood,TRUE
206,2,506.12,533.35,1522769342,1522773069,13,54,1,brentwood,TRUE
103,2,426.86,442.93,1522815317,1522825769,17,27,3,brentwood,FALSE
348,1,560.44,593.16,1522785633,1522792032,69,49,5,downtown,FALSE
251,2,519.55,526.77,1522808522,1522813286,99,54,5,playa vista,FALSE
319,1,369.9,412.23,1522709409,1522727062,98,52,4,culver city,FALSE
406,2,469.28,482.62,1522807575,1522814075,77,55,5,venice,FALSE
301,1,538.89,575.88,1522782727,1522789753,44,24,4,pasadena,FALSE
83,2,370.49,371.78,1522781820,1522781999,43,36,5,culver city,TRUE
446,1,648.67,670.52,1522910305,1522916165,35,52,5,playa vista,FALSE
244,1,483.77,516.18,1522833527,1522840929,39,29,5,west hollywood,FALSE
168,2,405.05,446.17,1522801483,1522814688,20,60,3,echo park,FALSE
397,2,604.4,636.04,1522793138,1522806019,81,18,5,culver city,FALSE
356,2,339.92,357.12,1522699429,1522704409,90,40,3,ucla,TRUE
20,1,395.07,400.83,1522778940,1522780088,48,52,3,venice,TRUE
2,2,374.52,411.68,1522757575,1522762184,15,21,5,echo park,FALSE
75,2,523.45,562.44,1522845024,1522851535,88,35,3,west hollywood,TRUE
142,1,548.75,550.34,1522769929,1522770232,39,29,4,venice,FALSE
260,1,572.73,599.24,1522822256,1522826082,18,55,5,hollywood,FALSE
39,2,417.95,436.97,1522719231,1522729920,55,64,1,culver city,FALSE
498,2,553.53,585.1,1522762509,1522774827,82,37,1,santa monica,FALSE
171,1,540.3,564.45,1522784810,1522788217,12,51,4,west hollywood,TRUE
100,1,712.16,737.97,1522865334,1522869863,42,28,3,west hollywood,FALSE
436,1,188.85,223.39,1522641975,1522654225,38,48,4,santa monica,FALSE
388,1,379.61,390.21,1522769763,1522775960,79,33,5,downtown,FALSE
160,2,237.64,276.86,1522647257,1522652412,38,48,5,hollywood,FALSE
328,2,261.54,303.78,1522726397,1522736140,44,24,5,brentwood,FALSE
275,1,466.78,490.62,1522754713,1522763791,92,42,3,ucla,FALSE
307,2,517.77,557.95,1522769534,1522790980,29,54,5,hollywood,FALSE
128,1,537.03,538.15,1522832363,1522832994,33,34,2,ucla,FALSE
264,2,404.89,432.11,1522753849,1522760787,62,22,3,west hollywood,TRUE
160,2,276.86,309.34,1522655994,1522660999,26,38,4,echo park,FALSE
199,2,392.9,431.77,1522745794,1522751666,56,31,5,downtown,TRUE
425,2,409.7,443.8,1522729839,1522738861,38,48,4,culver city,FALSE
295,1,362.91,379.26,1522765181,1522767147,43,36,5,culver city,FALSE
216,1,420.85,458.08,1522738729,1522745940,92,42,4,hollywood,TRUE
382,1,604.72,612.72,1522796257,1522798889,93,32,1,playa vista,FALSE
340,1,764.89,792.69,1522861222,1522869016,40,35,1,santa monica,FALSE
116,1,473.65,488.59,1522795131,1522798132,5,56,4,brentwood,FALSE
100,1,737.97,762.94,1522874266,1522878518,34,36,1,playa vista,FALSE
320,2,438.04,448.99,1522711286,1522714101,85,59,5,playa vista,FALSE
110,1,268.78,300.54,1522733401,1522739212,73,20,4,downtown,TRUE
396,2,487.66,490.57,1522806539,1522807001,35,52,4,pasadena,TRUE
289,1,517.53,552.6,1522837734,1522844919,9,23,4,brentwood,FALSE
293,2,431.64,437.05,1522782437,1522784624,73,20,5,west hollywood,TRUE
480,2,707.71,752.13,1522866495,1522872303,13,54,5,echo park,FALSE
445,2,542.35,575.47,1522772663,1522778072,57,51,5,santa monica,FALSE
68,1,442.39,469.22,1522839116,1522853247,25,50,5,playa vista,TRUE
463,2,432.25,451.64,1522733817,1522736186,59,36,4,west hollywood,TRUE
363,1,484.4,523.46,1522774136,1522780656,60,63,2,venice,TRUE
306,1,576.26,582.01,1522780275,1522782001,2,64,2,playa vista,TRUE
341,2,467.71,476.54,1522755293,1522756733,5,56,5,brentwood,FALSE
71,1,413.71,447.87,1522688141,1522694632,89,24,5,downtown,FALSE
246,1,306.74,338.51,1522665443,1522674443,37,63,4,pasadena,FALSE
489,1,548.67,554.92,1522817374,1522818181,23,36,5,santa monica,FALSE
52,1,537.04,545.43,1522780098,1522781200,68,59,4,pasadena,FALSE
486,2,431.73,433.21,1522739229,1522739433,72,18,5,brentwood,TRUE
339,1,256.74,287.7,1522718788,1522723589,6,55,1,playa vista,TRUE
272,1,434.1,467.76,1522737706,1522746692,37,63,2,west hollywood,FALSE
232,2,427.9,444.02,1522742538,1522746865,78,55,4,playa vista,FALSE
140,1,507.56,523.63,1522787591,1522793500,45,33,4,downtown,FALSE
331,1,217.88,247.94,1522711727,1522717551,40,35,4,pasadena,FALSE
430,2,289.59,308.85,1522659055,1522663092,76,48,5,culver city,FALSE
229,1,392,434.88,1522758446,1522773882,78,55,4,echo park,FALSE
383,2,545.16,573.98,1522792046,1522802474,98,52,5,pasadena,FALSE
414,1,332.19,344.85,1522708881,1522710658,76,48,4,culver city,FALSE
420,1,680.11,701.95,1522841986,1522853665,32,62,2,playa vista,FALSE
74,1,587.22,603.56,1522823644,1522828810,23,36,4,echo park,FALSE
475,2,363.09,377.72,1522742815,1522745471,54,37,1,west hollywood,TRUE
255,1,546.92,570.71,1522766006,1522768870,71,64,3,hollywood,FALSE
336,1,443.69,474.52,1522737963,1522754734,81,18,2,brentwood,FALSE
170,1,478.8,518.3,1522754859,1522760528,22,59,2,pasadena,TRUE
158,1,377.58,397.87,1522725243,1522733284,37,63,5,culver city,FALSE
420,1,701.95,726.12,1522855030,1522862178,85,59,5,culver city,FALSE
7,2,484.75,509.93,1522800491,1522804220,36,55,5,culver city,FALSE
233,2,521.73,553.6,1522760824,1522772961,44,24,1,playa vista,FALSE
259,1,531.03,572.52,1522819718,1522832487,69,49,5,ucla,FALSE
272,1,467.76,499.05,1522752838,1522758458,63,40,1,venice,FALSE
91,1,583.76,602.02,1522824414,1522827626,33,34,5,culver city,FALSE
150,1,494.81,502.03,1522785956,1522787932,86,24,4,ucla,FALSE
169,1,262.16,279.18,1522672976,1522676268,17,27,4,downtown,FALSE
237,1,417.97,460.14,1522747048,1522753435,88,35,1,west hollywood,FALSE
249,1,556.39,579.2,1522798312,1522814476,79,33,5,hollywood,FALSE
189,2,335.99,368.42,1522802104,1522806076,71,64,5,pasadena,FALSE
94,2,438.18,472.56,1522763458,1522770393,58,58,5,ucla,FALSE
54,2,391.08,412.73,1522727527,1522734613,25,50,5,santa monica,FALSE
217,1,396.22,409.76,1522775011,1522777841,38,48,4,west hollywood,FALSE
304,2,463.24,505.71,1522778501,1522783621,73,20,1,west hollywood,TRUE
51,2,275.56,284.44,1522709876,1522711978,29,54,4,west hollywood,FALSE
237,1,460.14,484.63,1522753538,1522768454,95,64,1,brentwood,TRUE
416,2,556.61,578.94,1522835764,1522839808,35,52,1,downtown,FALSE
183,2,495.54,517.09,1522812825,1522815517,28,51,4,playa vista,FALSE
59,1,451.28,484.39,1522793787,1522807079,19,39,4,brentwood,FALSE
193,1,474.36,487.23,1522796954,1522799548,8,33,5,downtown,FALSE
434,1,335.61,371.76,1522743401,1522760852,1,47,2,playa vista,TRUE
392,1,234.88,244.76,1522655543,1522657410,0,47,1,hollywood,TRUE
185,1,267.92,309.1,1522682695,1522691624,1,47,4,pasadena,FALSE
98,1,593.87,633.65,1522868659,1522873711,53,45,1,venice,FALSE
213,2,487.63,518.21,1522845435,1522850043,40,35,1,brentwood,FALSE
122,2,390.33,403.88,1522794987,1522796993,94,52,4,echo park,FALSE
348,1,593.16,621.46,1522793063,1522800774,80,35,3,pasadena,FALSE
280,1,518.29,545.23,1522855807,1522861574,68,59,5,venice,FALSE
176,2,364.03,389.81,1522818836,1522823064,20,60,5,venice,FALSE
307,2,557.95,574.8,1522794422,1522800093,42,28,1,culver city,TRUE
119,1,436.32,445.42,1522768758,1522774969,1,47,5,playa vista,TRUE
469,1,305.25,349.91,1522755750,1522765580,4,56,2,ucla,FALSE
151,2,248.17,257.71,1522710292,1522715593,35,52,3,brentwood,FALSE
232,2,444.02,459.71,1522751830,1522754374,76,48,5,downtown,FALSE
259,1,572.52,589.42,1522832875,1522836901,95,64,4,hollywood,TRUE
451,1,338.36,342.34,1522737476,1522738431,71,64,4,hollywood,FALSE
355,1,479.31,497.75,1522811344,1522817944,96,19,4,venice,FALSE
486,2,433.21,461.35,1522746549,1522762305,24,21,5,ucla,FALSE
397,2,636.04,645.65,1522806877,1522808205,14,41,5,ucla,TRUE
118,2,404.69,415.23,1522772575,1522775178,61,45,4,ucla,FALSE
256,2,489.94,523.02,1522819640,1522840255,3,18,4,downtown,FALSE
284,2,491.85,521.06,1522761596,1522765559,54,37,5,ucla,TRUE
282,1,635.33,666.46,1522872353,1522876174,94,52,1,west hollywood,TRUE
73,1,633.75,675.65,1522878798,1522886441,88,35,1,hollywood,TRUE
26,2,565.13,609.48,1522862858,1522870652,87,44,5,venice,FALSE
127,1,423.51,446.72,1522844668,1522850198,72,18,1,ucla,FALSE
296,1,334.44,368.13,1522708412,1522727004,22,59,2,downtown,FALSE
290,1,493.14,522.94,1522786319,1522796983,97,49,4,pasadena,FALSE
256,2,523.02,550.07,1522840667,1522845550,99,54,5,hollywood,FALSE
305,2,337.18,355.36,1522770057,1522777208,87,44,4,pasadena,FALSE
329,1,511.62,550.57,1522766416,1522778303,69,49,1,downtown,FALSE
81,2,267.88,281.96,1522725735,1522729935,33,34,5,echo park,FALSE
55,1,608.51,652.75,1522913962,1522940115,73,20,5,hollywood,FALSE
155,2,639.3,672.78,1522872361,1522878267,22,59,5,echo park,TRUE
293,2,437.05,454.04,1522789874,1522794210,60,63,4,venice,FALSE
91,1,602.02,604.4,1522831770,1522832109,72,18,1,playa vista,TRUE
18,1,438.14,482.5,1522742973,1522766592,2,64,1,playa vista,FALSE
328,2,303.78,310.68,1522740377,1522741544,41,31,4,pasadena,FALSE
495,1,478.57,489.73,1522793955,1522795767,56,31,4,west hollywood,FALSE
120,1,307.21,351.78,1522754198,1522759756,80,35,5,culver city,TRUE
248,1,577.87,596.41,1522897214,1522900095,88,35,5,hollywood,FALSE
447,2,362.61,383.17,1522776882,1522788062,99,54,1,culver city,FALSE
390,1,361.21,372.22,1522798058,1522801919,64,29,4,downtown,FALSE
261,1,338.28,367.88,1522746883,1522750728,69,49,3,echo park,FALSE
193,1,487.23,495.61,1522804149,1522805304,85,59,5,playa vista,TRUE
43,1,512.36,540.92,1522765082,1522769691,55,64,5,echo park,FALSE
405,1,498.69,535.38,1522699554,1522704652,24,21,5,pasadena,TRUE
36,2,279,307.66,1522682906,1522687771,38,48,4,pasadena,TRUE
131,1,607.31,627.75,1522845943,1522853362,42,28,1,hollywood,FALSE
185,1,309.1,339.05,1522698191,1522701919,58,58,4,echo park,FALSE
263,1,373.49,409.7,1522741364,1522749563,57,51,3,playa vista,TRUE
31,2,624.57,627.75,1522812143,1522812677,57,51,1,ucla,FALSE
354,1,563.58,571.38,1522782755,1522784642,45,33,5,pasadena,FALSE
43,1,540.92,566.25,1522771910,1522777545,84,49,2,downtown,TRUE
447,2,383.17,417.31,1522790600,1522802757,84,49,5,downtown,FALSE
54,2,412.73,414.05,1522735562,1522735738,47,41,5,ucla,FALSE
108,1,391.03,402.56,1522724993,1522727568,45,33,5,brentwood,FALSE
21,1,459.92,489.58,1522764255,1522767858,92,42,1,santa monica,FALSE
298,2,260.22,262.83,1522720681,1522721104,1,47,4,venice,FALSE
378,1,398.21,403.38,1522743023,1522744014,23,36,2,pasadena,FALSE
499,1,369.21,405.33,1522742816,1522748628,88,35,2,downtown,FALSE
298,2,262.83,281.8,1522727255,1522730668,70,22,4,playa vista,FALSE
246,1,338.51,354.3,1522675461,1522679458,9,23,4,pasadena,FALSE
473,1,416.78,429.57,1522772814,1522781880,74,58,1,venice,FALSE
94,2,472.56,512.04,1522776437,1522801836,59,36,5,playa vista,FALSE
82,2,653.66,692.51,1522823079,1522830940,71,64,2,santa monica,FALSE
105,2,465.13,506.51,1522790732,1522796869,22,59,3,playa vista,FALSE
35,1,276.25,302.43,1522686739,1522692331,16,21,1,venice,FALSE
301,1,575.88,582.71,1522794492,1522795360,66,36,5,venice,FALSE
271,2,474.62,507.92,1522757623,1522761819,70,22,5,brentwood,TRUE
319,1,412.23,440.18,1522730293,1522734577,29,54,5,venice,FALSE
90,1,330.38,372.26,1522743315,1522748732,23,36,5,santa monica,FALSE
284,2,521.06,523.79,1522772532,1522773426,16,21,5,culver city,FALSE
101,2,530.45,546.07,1522778343,1522783406,17,27,5,echo park,FALSE
384,2,409.85,445.99,1522699916,1522707098,48,52,1,downtown,TRUE
10,2,568.35,578.63,1522815029,1522816915,83,57,4,ucla,FALSE
171,1,564.45,587.4,1522791064,1522795474,26,38,3,echo park,TRUE
495,1,489.73,523.03,1522799970,1522804740,0,47,1,venice,TRUE
69,1,329.93,365.82,1522705465,1522714407,91,40,3,playa vista,TRUE
278,2,330.79,358.16,1522740193,1522757449,65,28,1,downtown,FALSE
50,1,440.63,446.14,1522742484,1522744275,27,53,5,hollywood,FALSE
246,1,354.3,358.61,1522683424,1522684065,95,64,5,west hollywood,FALSE
195,2,500.73,509.3,1522810504,1522812085,36,55,4,pasadena,FALSE
92,1,496.29,498.26,1522798770,1522799084,75,27,5,santa monica,FALSE
276,1,307.24,342.4,1522718421,1522723104,94,52,2,playa vista,FALSE
285,2,442.55,446.79,1522806277,1522806920,11,64,4,culver city,TRUE
257,2,591.36,597.95,1522813519,1522814464,15,21,5,hollywood,FALSE
409,1,385.11,414.35,1522700567,1522706529,28,51,3,west hollywood,FALSE
189,2,368.42,375.74,1522810089,1522811714,19,39,5,playa vista,TRUE
102,2,336.05,353.02,1522733192,1522735631,93,32,2,culver city,FALSE
236,2,333.95,355.65,1522671858,1522678255,76,48,5,ucla,FALSE
65,1,311.53,353.54,1522722322,1522727373,95,64,4,ucla,FALSE
38,2,279.04,302.71,1522735258,1522738242,19,39,5,pasadena,FALSE
341,2,476.54,480.62,1522757716,1522758215,2,64,1,playa vista,FALSE
363,1,523.46,561.98,1522784196,1522793969,50,30,4,downtown,FALSE
25,2,438.23,473.44,1522763582,1522768858,65,28,4,echo park,FALSE
314,1,442.08,451.12,1522763152,1522764549,74,58,1,west hollywood,TRUE
464,1,390.13,401.43,1522778855,1522780808,91,40,1,brentwood,FALSE
306,1,582.01,617.19,1522785539,1522790883,96,19,1,ucla,FALSE
259,1,589.42,612.56,1522843068,1522847190,66,36,4,pasadena,FALSE
489,1,554.92,583.87,1522821360,1522834181,99,54,1,echo park,FALSE
283,1,566.99,590.8,1522888677,1522892835,83,57,4,ucla,FALSE
247,1,434.77,465.39,1522797777,1522802884,93,32,5,brentwood,FALSE
264,2,432.11,442.41,1522766120,1522767601,8,33,5,pasadena,FALSE
38,2,302.71,333.76,1522744178,1522748700,95,64,5,santa monica,TRUE
